,TIME,POSICAO,NOME,PONTUACAO,RODADA,G,A,FT,FD,FF,FS,SG,DS,DE,DP,PS,PP,PC,PI,I,GC,GS,FC,CV,CA,ADVERSARIO,CASA,FORA
180,Criciúma,Técnico,Cláudio Tencati,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,1,0
181,Vitória,Meia,Jean Mota,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,1,0
182,Cuiabá,Atacante,Jonathan Cafu,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,0,1
183,Cruzeiro,Meia,Ramiro,1.4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Botafogo,1,0
184,Atlético-GO,Zagueiro,Luiz Felipe,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Flamengo,1,0
185,Bahia,Zagueiro,Víctor Cuesta,1.6,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Internacional,0,1
186,Cuiabá,Meia,Filipe Augusto,-1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,Athlético-PR,0,1
187,Juventude,Técnico,Roger Machado,3.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Criciúma,0,1
188,Fluminense,Atacante,Cano,5.7,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,1,0
189,Cruzeiro,Meia,Lucas Silva,8.9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Botafogo,1,0
190,Juventude,Meia,Jadson,10.0,1,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,Criciúma,0,1
191,Fortaleza,Meia,Yago Pikachu,1.0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,0,1
192,Cruzeiro,Atacante,Rafa Silva,9.6,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,Botafogo,1,0
193,São Paulo,Atacante,Luciano,2.1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,Fortaleza,1,0
194,Criciúma,Atacante,Arthur Caíke,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,1,0
195,Palmeiras,Lateral,Mayke,7.9,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,3,0,1,Vitória,0,1
196,Vasco,Atacante,Rossi,6.8,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,1,Grêmio,1,0
197,São Paulo,Meia,Alisson,1.9,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fortaleza,1,0
198,Fortaleza,Goleiro,João Ricardo,4.0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,São Paulo,0,1
199,Vitória,Meia,Willian Oliveira,4.3,1,0,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,3,0,0,Palmeiras,1,0
200,Atlético-MG,Meia,Otávio,3.1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Corinthians,0,1
201,Flamengo,Atacante,Luiz Araújo,1.6,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Atlético-GO,0,1
202,Fortaleza,Lateral,Tinga,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,0,1
203,Criciúma,Lateral,Marcelo Hermes,7.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,1,0
204,Flamengo,Zagueiro,Léo Pereira,-1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Atlético-GO,0,1
205,Cruzeiro,Zagueiro,Neris,4.5,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,Botafogo,1,0
206,Cuiabá,Atacante,Clayson,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,0,1
207,Botafogo,Atacante,Tiquinho Soares,9.0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,0,1
208,Grêmio,Zagueiro,Jemerson,-0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Vasco,0,1
209,Criciúma,Goleiro,Alisson,2.0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,Juventude,1,0
210,Cuiabá,Meia,Fernando Sobral,2.4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,0,1
211,Cruzeiro,Meia,Lucas Romero,4.1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,Botafogo,1,0
212,Criciúma,Meia,Fellipe Mateus,4.0,1,0,0,0,1,0,7,0,1,0,0,0,0,0,0,0,0,0,3,0,1,Juventude,1,0
213,Bahia,Goleiro,Marcos Felipe,5.0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,Internacional,0,1
214,Botafogo,Meia,Óscar Romero,2.9,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,0,1
215,Athlético-PR,Meia,Alex Santana,-0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cuiabá,1,0
216,Vasco,Zagueiro,Léo,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Grêmio,1,0
217,Criciúma,Atacante,Bolasie,-1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,Juventude,1,0
218,Criciúma,Zagueiro,Rodrigo,1.7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,1,0
219,Botafogo,Meia,Tchê Tchê,1.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,0,1
220,Flamengo,Atacante,Everton,2.4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-GO,0,1
221,Botafogo,Meia,Danilo Barbosa,7.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cruzeiro,0,1
222,Fortaleza,Meia,José Welison,3.3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,São Paulo,0,1
223,Vasco,Goleiro,Léo Jardim,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Grêmio,1,0
224,Atlético-MG,Lateral,Guilherme Arana,9.1,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,0,1
225,Bahia,Meia,Carlos de Pena,-0.3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Internacional,0,1
226,Grêmio,Atacante,Soteldo,2.6,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Vasco,0,1
227,Grêmio,Zagueiro,Kannemann,-0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vasco,0,1
228,Bahia,Meia,Thaciano,1.8,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,Internacional,0,1
229,Vasco,Meia,Galdames,3.2,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,Grêmio,1,0
230,Atlético-MG,Zagueiro,Mauricio Lemos,9.2,1,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,Corinthians,0,1
231,Flamengo,Meia,Arrascaeta,-0.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Atlético-GO,0,1
232,Atlético-MG,Meia,Gustavo Scarpa,2.9,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,0,1
233,Cuiabá,Zagueiro,Alan Empereur,-0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Athlético-PR,0,1
234,Corinthians,Atacante,Ángel Romero,0.8,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Atlético-MG,1,0
235,Flamengo,Lateral,Ayrton Lucas,3.9,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Atlético-GO,0,1
236,Criciúma,Meia,Barreto,3.4,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,4,0,0,Juventude,1,0
237,Flamengo,Meia,Gerson,2.1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Atlético-GO,0,1
238,Grêmio,Lateral,João Pedro,1.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vasco,0,1
239,Cruzeiro,Lateral,William,9.9,1,0,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Botafogo,1,0
240,Juventude,Atacante,Erick,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Criciúma,0,1
241,Atlético-MG,Zagueiro,Igor Rabello,5.5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,0,1
242,Internacional,Meia,Thiago Maia,2.4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,1,0
243,Vitória,Meia,Rodrigo Andrade,1.7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,1,0
244,Vitória,Atacante,Iury Castilho,0.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Palmeiras,1,0
245,São Paulo,Atacante,Calleri,2.3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,Fortaleza,1,0
246,Grêmio,Meia,Cristaldo,2.6,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Vasco,0,1
247,Fortaleza,Lateral,Bruno Pacheco,3.3,1,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,São Paulo,0,1
248,Flamengo,Atacante,Bruno Henrique,0.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,Atlético-GO,0,1
249,Vasco,Atacante,David,9.4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Grêmio,1,0
250,Bahia,Meia,Rezende,7.0,1,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,0,1
251,Juventude,Meia,Caíque,3.8,1,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,2,0,1,Criciúma,0,1
252,Cuiabá,Meia,Lucas Mineiro,0.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Athlético-PR,0,1
253,Vitória,Meia,Matheuzinho,4.0,1,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Palmeiras,1,0
254,Atlético-GO,Atacante,Luiz Fernando,9.9,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Flamengo,1,0
255,Flamengo,Zagueiro,Fabrício Bruno,-1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Atlético-GO,0,1
256,Juventude,Zagueiro,Zé Marcos,-0.3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Criciúma,0,1
257,Atlético-GO,Goleiro,Ronaldo,-2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Flamengo,1,0
258,Flamengo,Meia,Erick Pulgar,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Atlético-GO,0,1
259,Juventude,Zagueiro,Rodrigo Sam,-0.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,Criciúma,0,1
260,Criciúma,Atacante,Eder,1.2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Juventude,1,0
261,São Paulo,Zagueiro,Arboleda,2.9,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,1,0
262,Palmeiras,Atacante,Rony,6.0,1,0,0,0,1,1,3,0,3,0,0,0,0,0,0,2,0,0,3,0,0,Vitória,0,1
263,Cruzeiro,Lateral,Marlon,2.3,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,Botafogo,1,0
264,Cruzeiro,Zagueiro,Zé Ivaldo,-0.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Botafogo,1,0
265,Grêmio,Atacante,Pavón,1.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vasco,0,1
266,Vasco,Técnico,Ramón Díaz,5.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,1,0
267,Cuiabá,Atacante,André Luís,0.7,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Athlético-PR,0,1
268,Internacional,Atacante,Alario,-1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Bahia,1,0
269,Atlético-GO,Técnico,Jair Ventura,1.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,1,0
270,Grêmio,Zagueiro,Rodrigo Ely,1.7,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Vasco,0,1
271,Bragantino,Meia,Raul,-0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Fluminense,0,1
272,Fortaleza,Atacante,Renato Kayzer,9.6,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,São Paulo,0,1
273,Cuiabá,Atacante,Deyverson,4.3,1,0,0,0,1,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Athlético-PR,0,1
274,Internacional,Atacante,Borré,5.9,1,0,0,0,4,2,0,0,1,0,0,0,0,0,0,2,0,0,5,0,0,Bahia,1,0
275,Cruzeiro,Meia,Mateus Vital,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Botafogo,1,0
276,Internacional,Atacante,Wanderson,1.6,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Bahia,1,0
277,Juventude,Lateral,Gabriel Inocêncio,-1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Criciúma,0,1
278,Vasco,Lateral,Paulo Henrique,3.1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,Grêmio,1,0
279,Botafogo,Meia,Marlon Freitas,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,0,1
280,Bragantino,Goleiro,Cleiton,3.0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,Fluminense,0,1
281,Criciúma,Meia,Matheusinho,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,1,0
282,Corinthians,Meia,Maycon,-0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Atlético-MG,1,0
283,Palmeiras,Meia,Raphael Veiga,3.3,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Vitória,0,1
284,Flamengo,Atacante,Pedro,9.2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Atlético-GO,0,1
285,Atlético-MG,Meia,Battaglia,-3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,Corinthians,0,1
286,Internacional,Técnico,Eduardo Coudet,5.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,1,0
287,Bragantino,Lateral,Juninho Capixaba,3.0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0,1,Fluminense,0,1
288,Botafogo,Meia,Gregore,-1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,Cruzeiro,0,1
289,São Paulo,Lateral,Igor Vinícius,3.4,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Fortaleza,1,0
290,Corinthians,Meia,Raniele,2.6,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,1,Atlético-MG,1,0
291,Criciúma,Lateral,Trauco,0.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Juventude,1,0
292,Fluminense,Meia,Lima,18.2,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,1,0
293,Cruzeiro,Meia,Matheus Pereira,2.7,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Botafogo,1,0
294,Atlético-MG,Técnico,Gabriel Milito,3.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,0,1
295,Internacional,Lateral,Bustos,1.6,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,Bahia,1,0
296,Atlético-MG,Lateral,Saravia,4.4,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,4,0,1,Corinthians,0,1
297,Vitória,Zagueiro,Camutanga,2.0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,Palmeiras,1,0
298,Flamengo,Atacante,Carlinhos,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-GO,0,1
299,Cruzeiro,Atacante,Arthur Gomes,5.8,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Botafogo,1,0
300,Atlético-GO,Atacante,Yony González,1.5,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,1,0
301,Grêmio,Meia,Villasanti,1.7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vasco,0,1
302,Bahia,Técnico,Rogério Ceni,4.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,0,1
303,Botafogo,Lateral,Marçal,1.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,0,1
304,Atlético-GO,Meia,Shaylon,0.2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Flamengo,1,0
305,Corinthians,Zagueiro,Félix Torres,8.6,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,1,0
306,Palmeiras,Zagueiro,Murilo,8.6,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,Vitória,0,1
307,São Paulo,Atacante,Erick,7.2,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,1,0
308,Internacional,Zagueiro,Vitão,3.2,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,Bahia,1,0
309,Athlético-PR,Meia,Erick,3.5,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,Cuiabá,1,0
310,Corinthians,Atacante,Pedro Raul,-0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Atlético-MG,1,0
311,Botafogo,Zagueiro,Bastos,-0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cruzeiro,0,1
312,Bahia,Zagueiro,Kanu,0.7,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Internacional,0,1
313,Bahia,Meia,Jean Lucas,4.6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,Internacional,0,1
314,Fortaleza,Zagueiro,Kuscevic,2.6,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,São Paulo,0,1
315,Botafogo,Atacante,Savarino,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,0,1
316,Athlético-PR,Atacante,Cuello,3.8,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,1,0
317,Flamengo,Lateral,Viña,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-GO,0,1
318,Vasco,Atacante,Vegetti,1.2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,Grêmio,1,0
319,Flamengo,Meia,De la Cruz,12.9,1,1,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-GO,0,1
320,Fortaleza,Meia,Pochettino,7.4,1,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,São Paulo,0,1
321,Botafogo,Zagueiro,Alexander Barboza,-3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cruzeiro,0,1
322,Vasco,Zagueiro,Robert Rojas,2.1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Grêmio,1,0
323,Atlético-GO,Meia,Baralhas,1.7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Flamengo,1,0
324,Flamengo,Goleiro,Rossi,2.0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,Atlético-GO,0,1
325,Atlético-GO,Lateral,Guilherme Romão,1.0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,Flamengo,1,0
326,Cruzeiro,Meia,Cifuentes,0.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Botafogo,1,0
327,Fluminense,Meia,Arias,5.9,1,0,0,0,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,1,0
328,Atlético-MG,Atacante,Paulinho,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,0,1
329,Atlético-MG,Meia,Zaracho,3.5,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,Criciúma,1,0
330,Atlético-MG,Meia,Igor Gomes,4.9,2,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Criciúma,1,0
331,Fortaleza,Meia,Pedro Augusto,0.4,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Cruzeiro,1,0
332,Corinthians,Atacante,Yuri Alberto,2.9,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Juventude,0,1
333,Bragantino,Zagueiro,Luan Cândido,-0.5,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,Vasco,1,0
334,Atlético-GO,Atacante,Derek,1.2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Botafogo,0,1
335,Botafogo,Atacante,Júnior Santos,0.2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Atlético-GO,1,0
336,São Paulo,Atacante,Ferreira,13.1,2,1,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,Flamengo,0,1
337,Juventude,Zagueiro,Danilo Boza,7.0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,1,0
338,Atlético-GO,Meia,Rhaldney,-0.4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,Botafogo,0,1
339,São Paulo,Zagueiro,Diego Costa,0.9,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Flamengo,0,1
340,Criciúma,Lateral,Claudinho,1.2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,0,1
341,Bragantino,Atacante,Vitinho,8.9,2,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Vasco,1,0
342,Fortaleza,Zagueiro,Brítez,1.2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,1,0
343,Palmeiras,Lateral,Piquerez,4.5,2,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,2,0,0,Internacional,1,0
344,Botafogo,Zagueiro,Lucas Halter,6.3,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,Atlético-GO,1,0
345,Athlético-PR,Atacante,Mastriani,2.8,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,Grêmio,0,1
346,Athlético-PR,Atacante,Julimar,0.5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Grêmio,0,1
347,Cruzeiro,Goleiro,Anderson,2.0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,Fortaleza,0,1
348,Athlético-PR,Atacante,Canobbio,4.9,2,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,0,1
349,Bragantino,Atacante,Laquintana,11.1,2,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Vasco,1,0
350,Bragantino,Meia,Eric Ramires,5.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vasco,1,0
351,Athlético-PR,Zagueiro,Kaíque Rocha,4.3,2,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,Grêmio,0,1
352,Bragantino,Meia,Jadsom Silva,2.1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Vasco,1,0
353,Cruzeiro,Atacante,Gabriel Veron,0.8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,0,1
354,Palmeiras,Meia,Gabriel Menino,1.7,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,1,0
355,Criciúma,Meia,Higor Meritão,-0.5,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,1,Atlético-MG,0,1
356,Vasco,Zagueiro,João Victor,0.2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bragantino,0,1
357,Juventude,Lateral,João Lucas,12.1,2,0,0,0,1,0,1,1,5,0,0,0,0,0,0,0,0,0,2,0,0,Corinthians,1,0
358,Internacional,Zagueiro,Igor Gomes,5.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,0,1
359,Fortaleza,Atacante,Moisés,1.7,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,1,0
